fullName,organizations,location,status,typeOfDeath,Date,mtpage,type,motiveConfirmed,charges,Year
Francisco Javier Ortiz Franco,Zeta,Mexico,Killed,Murder,2004-06-22,https://cpj.org/data/people/francisco-javier-ortiz-franco/,Journalist,Confirmed,,2004
Francisco Javier Ramírez,Channel 24 Danlí,Honduras,Killed,Murder,2023-12-21,https://cpj.org/data/people/francisco-javier-ramirez/,Journalist,Confirmed,,2023
Francisco Parada,Unknown,El Salvador,Killed,Murder,1993-01-01,https://cpj.org/data/people/francisco-parada/,Journalist,Confirmed,,1993
Francisco Romero Díaz,"Quintana Roo Hoy,Ocurrió Aquí,Quinta Fuerza",Mexico,Killed,Murder,2019-05-16,https://cpj.org/data/people/francisco-romero-diaz/,Journalist,Confirmed,,2019
Frantzsen Charles,FS News Haiti,Haiti,Killed,Murder,2022-09-11,https://cpj.org/data/people/frantzsen-charles/,Journalist,Confirmed,,2022
Freddy Elles Ahumada,Freelancer,Colombia,Killed,Murder,1997-03-18,https://cpj.org/data/people/freddy-elles-ahumada/,Journalist,Confirmed,,1997
Frédéric Leclerc-Imhoff,BFMTV,Ukraine,Killed,Crossfire,2022-05-30,https://cpj.org/data/people/frederic-leclerc-imhoff/,Journalist,Confirmed,,2022
Fuad Muhammad Syafruddin,Bernas,Indonesia,Killed,Murder,1996-08-16,https://cpj.org/data/people/fuad-muhammad-syafruddin/,Journalist,Confirmed,,1996
G. Raja Sekhar,Eenadu Television (E-TV),India,Killed,Dangerous Assignment,1997-11-19,https://cpj.org/data/people/g-raja-sekhar/,Journalist,Confirmed,,1997
Gabriel Cruz Díaz,El Heraldo,Colombia,Killed,Murder,1995-11-11,https://cpj.org/data/people/gabriel-cruz-diaz/,Journalist,Confirmed,,1995
Gabriel Gruener,Stern,Yugoslavia,Killed,Crossfire,1999-06-13,https://cpj.org/data/people/gabriel-gruener/,Journalist,Confirmed,,1999
Gabrielle Marian Hulsen,Freelancer,Lebanon,Killed,Murder,1992-08-18,https://cpj.org/data/people/gabrielle-marian-hulsen/,Journalist,Confirmed,,1992
Gadzhimurad Kamalov,Chernovik,Russia,Killed,Murder,2011-12-15,https://cpj.org/data/people/gadzhimurad-kamalov/,Journalist,Confirmed,,2011
Garry Tesse,Radio Lebon FM,Haiti,Killed,Murder,2022-10-18,https://cpj.org/data/people/garry-tesse/,Journalist,Confirmed,,2022
Gauri Lankesh,Gauri Lankesh Patrike,India,Killed,Murder,2017-09-05,https://cpj.org/data/people/gauri-lankesh/,Journalist,Confirmed,,2017
Gautam Das,Samakal,Bangladesh,Killed,Murder,2005-11-17,https://cpj.org/data/people/gautam-das/,Journalist,Confirmed,,2005
Gebran Tueni,Al-Nahar,Lebanon,Killed,Murder,2005-12-12,https://cpj.org/data/people/gebran-tueni/,Journalist,Confirmed,,2005
Gelson Domingos da Silva,Bandeirantes TV,Brazil,Killed,Dangerous Assignment,2011-11-06,https://cpj.org/data/people/gelson-domingos-da-silva/,Journalist,Confirmed,,2011
Gene Boyd Lumawag,MindaNews,Philippines,Killed,Murder,2004-11-12,https://cpj.org/data/people/gene-boyd-lumawag/,Journalist,Confirmed,,2004
Gennady Pavlyuk (Ibragim Rustambek),Bely Parokhod,Kazakhstan,Killed,Murder,2009-12-22,https://cpj.org/data/people/gennady-pavlyuk-ibragim-rustambek/,Journalist,Confirmed,,2009
Georg Friderich Pfuhl,FADMST,Bosnia,Killed,Crossfire,1992-09-19,https://cpj.org/data/people/georg-friderich-pfuhl/,Journalist,Confirmed,,1992
George Abanga,"Success FM, Peace FM",Ghana,Killed,Murder,2015-09-10,https://cpj.org/data/people/george-abanga/,Journalist,Confirmed,,2015
George Vigo,Union of Catholic Asian News,Philippines,Killed,Murder,2006-06-19,https://cpj.org/data/people/george-vigo/,Journalist,Confirmed,,2006
Georges Wolinski,Charlie Hebdo,France,Killed,Murder,2015-01-07,https://cpj.org/data/people/georges-wolinski/,Journalist,Confirmed,,2015
Georgy Chanya,Resonants,Georgia,Killed,Crossfire,1998-05-26,https://cpj.org/data/people/georgy-chanya/,Journalist,Confirmed,,1998
Georgy Gongadze,Ukrainska Pravda,Ukraine,Killed,Murder,2000-09-16,https://cpj.org/data/people/georgy-gongadze/,Journalist,Confirmed,,2000
Georgy Sanaya,Rustavi-2,Georgia,Killed,Murder,2001-07-26,https://cpj.org/data/people/georgy-sanaya/,Journalist,Confirmed,,2001
Gerald Fischman,Capital Gazette,USA,Killed,Murder,2018-06-28,https://cpj.org/data/people/gerald-fischman/,Journalist,Confirmed,,2018
Gerardo Bedoya Borrero,El País,Colombia,Killed,Murder,1997-03-20,https://cpj.org/data/people/gerardo-bedoya-borrero/,Journalist,Confirmed,,1997
Gerardo Ceferino Servían,Ciudad Nueva FM,Brazil,Killed,Murder,2015-03-05,https://cpj.org/data/people/gerardo-ceferino-servian/,Journalist,Confirmed,,2015
Germain Cyrille Ngota Ngota,Cameroon Express,Cameroon,Killed,Dangerous Assignment,2010-04-22,https://cpj.org/data/people/germain-cyrille-ngota-ngota/,Journalist,Confirmed,,2010
Germain Kennedy Mumbere Muliwavyo,Radio Télévision Muungano,Democratic Republic of the Congo,Killed,Crossfire,2014-02-16,https://cpj.org/data/people/germain-kennedy-mumbere-muliwavyo/,Journalist,Confirmed,,2014
German Vallecillo Jr.,Canal 45TV,Honduras,Killed,Murder,2020-07-01,https://cpj.org/data/people/german-vallecillo-jr/,Journalist,Confirmed,,2020
Gerry Ortega,DWAR,Philippines,Killed,Murder,2011-01-24,https://cpj.org/data/people/gerardo-ortega/,Journalist,Confirmed,,2011
Ghaith Abd al-Jawad,Qaboun Media Center,Syria,Killed,Crossfire,2013-03-10,https://cpj.org/data/people/ghaith-abd-al-jawad/,Journalist,Confirmed,,2013
Gharib Mohamed Salih,Kurdistan TV,Iraq,Killed,Crossfire,2004-02-01,https://cpj.org/data/people/gharib-mohamed-salih/,Journalist,Confirmed,,2004
Ghassan Najjar,Al-Mayadeen,Lebanon,Killed,Murder,2024-10-25,https://cpj.org/data/people/ghassan-najjar/,Journalist,Confirmed,,2024
Ghazi Rasooli,1TV,Afghanistan,Killed,Murder,2018-04-30,https://cpj.org/data/people/ghazi-rasooli/,Journalist,Confirmed,,2018
Ghislaine Dupont,Radio France Internationale,Mali,Killed,Murder,2013-11-02,https://cpj.org/data/people/ghislaine-dupont/,Journalist,Confirmed,,2013
Ghulam Muhammad Lone,Freelancer,India,Killed,Murder,1994-08-29,https://cpj.org/data/people/ghulam-muhammad-lone/,Journalist,Confirmed,,1994
Ghulam Rasool,Online International News Network,Pakistan,Killed,Murder,2014-08-28,https://cpj.org/data/people/ghulam-rasool/,Journalist,Confirmed,,2014
Ghulam Rasool Birhamani,Daily Sindhu Hyderabad,Pakistan,Killed,Murder,2010-05-09,https://cpj.org/data/people/ghulam-rasool-birhamani/,Journalist,Confirmed,,2010
Ghulam Rasool Sheikh,Rehnuma-e-Kashmir and Saffron Times,India,Killed,Murder,1996-04-10,https://cpj.org/data/people/ghulam-rasool-sheikh/,Journalist,Confirmed,,1996
Gilbert Munana,Le Flambeau,Rwanda,Killed,Murder,1994-04-08,https://cpj.org/data/people/gilbert-munana/,Journalist,Confirmed,,1994
Gilles Jacquier,France 2,Syria,Killed,Dangerous Assignment,2012-01-11,https://cpj.org/data/people/gilles-jacquier/,Journalist,Confirmed,,2012
Gina Dela Cruz,Saksi News,Philippines,Killed,Murder,2009-11-23,https://cpj.org/data/people/gina-dela-cruz/,Journalist,Confirmed,,2009
Giorgos Karaivaz,"Bloko,Star TV",Greece,Killed,Murder,2021-04-09,https://cpj.org/data/people/giorgos-karaivaz/,Journalist,Confirmed,,2021
Givanildo Oliveira,Pirambu News,Brazil,Killed,Murder,2022-02-07,https://cpj.org/data/people/givanildo-oliveira/,Journalist,Confirmed,,2022
Gleydson Carvalho,Radio Liberdade FM 90.3,Brazil,Killed,Murder,2015-08-06,https://cpj.org/data/people/gleydson-carvalho/,Journalist,Confirmed,,2015
Golam Rabbani Nadim,Freelance,Bangladesh,Killed,Murder,2023-06-14,https://cpj.org/data/people/golam-rabbani-nadim/,Journalist,Confirmed,,2023
Gratien Karambizi,Imbaga,Rwanda,Killed,Murder,1994-04-09,https://cpj.org/data/people/gratien-karambizi/,Journalist,Confirmed,,1994
Greg Hapalla,DXAS,Philippines,Killed,Murder,1992-09-21,https://cpj.org/data/people/greg-hapalla/,Journalist,Confirmed,,1992
Gregorio Jiménez de la Cruz,Notisur and Liberal del Sur,Mexico,Killed,Murder,2014-02-05,https://cpj.org/data/people/gregorio-jimenez-de-la-cruz/,Journalist,Confirmed,,2014
Gregorio Rodríguez Hernández,El Debate,Mexico,Killed,Murder,2004-11-28,https://cpj.org/data/people/gregorio-rodriguez-hernandez/,Journalist,Confirmed,,2004
Grigol Chikhladze,Caucasus Images,Georgia,Killed,Crossfire,2008-08-10,https://cpj.org/data/people/grigol-chikhladze/,Journalist,Confirmed,,2008
Guido Puletti,Freelancer,Bosnia,Killed,Crossfire,1993-05-29,https://cpj.org/data/people/guido-puletti/,Journalist,Confirmed,,1993
Guillaume Barreau-Decherf,Freelance,France,Killed,Dangerous Assignment,2015-11-13,https://cpj.org/data/people/guillaume-barreau-decherf/,Journalist,Confirmed,,2015
Guillermo Bravo Vega,Alpevisión Radio,Colombia,Killed,Murder,2003-04-28,https://cpj.org/data/people/guillermo-bravo-vega/,Journalist,Confirmed,,2003
Guillermo Quiroz Delgado,Freelance,Colombia,Killed,Dangerous Assignment,2012-11-27,https://cpj.org/data/people/guillermo-quiroz-delgado/,Journalist,Confirmed,,2012
Gulistan Tara,Chatr Multimedia Production Company,Iraq,Killed,Murder,2024-08-22,https://cpj.org/data/people/gulistan-tara/,Journalist,Confirmed,,2024
Gundars Matiss,Kurzeme Vards,Latvia,Killed,Murder,2001-11-28,https://cpj.org/data/people/gundars-matiss/,Journalist,Confirmed,,2001
Güngör Arslan,Ses Kocaeli,Turkey,Killed,Murder,2022-02-19,https://cpj.org/data/people/gungor-arslan/,Journalist,Confirmed,,2022
Gustavo Rafael Ruiz Cantillo,Radio Galeón,Colombia,Killed,Murder,2000-11-15,https://cpj.org/data/people/gustavo-rafael-ruiz-cantillo/,Journalist,Confirmed,,2000
Gustavo Rojas Gabalo,Radio Panzenú,Colombia,Killed,Murder,2006-03-20,https://cpj.org/data/people/gustavo-rojas-gabalo/,Journalist,Confirmed,,2006
Gustavo Sánchez Cabrera,"Panorama Pacífico,Noticias Minuto a Minuto",Mexico,Killed,Murder,2021-06-17,https://cpj.org/data/people/gustavo-sanchez-cabrera/,Journalist,Confirmed,,2021
Guzmán Quintero Torres,El Pilón,Colombia,Killed,Murder,1999-09-16,https://cpj.org/data/people/guzman-quintero-torres/,Journalist,Confirmed,,1999
Gyanendra Khadka,Rastriya Samachar Samiti,Nepal,Killed,Murder,2003-09-07,https://cpj.org/data/people/gyanendra-khadka/,Journalist,Confirmed,,2003
Habiba Ahmed Abd Elaziz,Al-Jazeera,Egypt,Killed,Crossfire,2013-08-14,https://cpj.org/data/people/habiba-ahmed-abd-elaziz/,Journalist,Confirmed,,2013
Habibollah Hosseinzadeh,Press TV,Afghanistan,Killed,Dangerous Assignment,2017-05-31,https://cpj.org/data/people/habibollah-hosseinzadeh/,Journalist,Confirmed,,2017
Hadi al-Mahdi,Freelance,Iraq,Killed,Murder,2011-09-08,https://cpj.org/data/people/hadi-al-mahdi/,Journalist,Confirmed,,2011
Hafiz Akdemir,Ozgur Gundem,Turkey,Killed,Murder,1992-06-08,https://cpj.org/data/people/hafiz-akdemir/,Journalist,Confirmed,,1992
Haidar al-Hussein,Al-Sharq,Iraq,Killed,Murder,2008-05-22,https://cpj.org/data/people/haidar-al-hussein/,Journalist,Confirmed,,2008
Haidar Hashim Suhail,Al-Baghdadia TV,Iraq,Killed,Crossfire,2009-03-10,https://cpj.org/data/people/haidar-hashim-suhail/,Journalist,Confirmed,,2009
Halima Idris Salim,Sudan Bukra,Sudan,Killed,Dangerous Assignment,2023-10-10,https://cpj.org/data/people/halima-idris-salim/,Journalist,Confirmed,,2023
Halit Gungen,2000'e Dogru,Turkey,Killed,Murder,1992-02-09,https://cpj.org/data/people/halit-gungen/,Journalist,Confirmed,,1992
Hamada Al-Yaziji,"Kanaan News Agency, Al-Quds Radio",Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2023-12-03,https://cpj.org/data/people/hamada-al-yaziji/,Journalist,Confirmed,,2023
Hamid Abed Sarhan,Freelance,Iraq,Killed,Murder,2007-06-26,https://cpj.org/data/people/hamid-abed-sarhan/,Journalist,Confirmed,,2007
Hamid al-Duleimi,Nahrain,Iraq,Killed,Murder,2007-03-17,https://cpj.org/data/people/hamid-al-duleimi/,Journalist,Confirmed,,2007
Hamid Mahiout,Liberté,Algeria,Killed,Murder,1995-12-02,https://cpj.org/data/people/hamid-mahiout/,Journalist,Confirmed,,1995
Hamoud al-Jnaid,Radio Fresh,Syria,Killed,Murder,2018-11-23,https://cpj.org/data/people/hamoud-al-jnaid/,Journalist,Confirmed,,2018
Hamza Al Dahdouh,Al-Jazeera,Israel and the Occupied Palestinian Territory,Killed,Murder,2024-01-07,https://cpj.org/data/people/hamza-al-dahdouh/,Journalist,Confirmed,,2024
Hamza Murtaja,Record Media,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-08-20,https://cpj.org/data/people/hamza-murtaja/,Journalist,Confirmed,,2024
Hanan Adam,Al-Midan,Sudan,Killed,Dangerous Assignment,2024-12-08,https://cpj.org/data/people/hanan-adam/,Journalist,Confirmed,,2024
Haneen Baroud,Al Majedat Media Network,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-10-27,https://cpj.org/data/people/haneen-baroud/,Journalist,Confirmed,,2024
Haneen Kashtan,"TV Al-Kofiya,Baladna Web TV",Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2023-12-17,https://cpj.org/data/people/haneen-kashtan/,Journalist,Confirmed,,2023
Hang Serei Odom,Virakchun Khmer Daily,Cambodia,Killed,Murder,2012-09-11,https://cpj.org/data/people/hang-serei-odom/,Journalist,Confirmed,,2012
Hannibal Cachuela,Punto News,Philippines,Killed,Murder,2009-11-23,https://cpj.org/data/people/hannibal-cachuela/,Journalist,Confirmed,,2009
Hansi Krauss,Associated Press,Somalia,Killed,Murder,1993-07-12,https://cpj.org/data/people/hansi-krauss/,Journalist,Confirmed,,1993
Harb Hazzah al-Duleimi,Hona Salaheddin,Iraq,Killed,Crossfire,2017-07-07,https://cpj.org/data/people/harb-hazzah-al-duleimi/,Journalist,Confirmed,,2017
Harry Burton,Reuters Television,Afghanistan,Killed,Murder,2001-11-19,https://cpj.org/data/people/harry-burton/,Journalist,Confirmed,,2001
Harry Yansaneh,For Di People,Sierra Leone,Killed,Murder,2005-07-28,https://cpj.org/data/people/harry-yansaneh/,Journalist,Confirmed,,2005
Harunur Rashid,Dainik Purbanchal,Bangladesh,Killed,Murder,2002-03-02,https://cpj.org/data/people/harunur-rashid/,Journalist,Confirmed,,2002
Hasan Mehedi,Dhaka Times,Bangladesh,Killed,Dangerous Assignment,2024-07-18,https://cpj.org/data/people/hasan-mehedi/,Journalist,Confirmed,,2024
Hashim al-Hamran,Al-Masirah TV,Yemen,Killed,Crossfire,2016-01-22,https://cpj.org/data/people/hashim-al-hamran/,Journalist,Confirmed,,2016
Hassan Abu Warda,Barq Gaza,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2025-05-25,https://cpj.org/data/people/hassan-abu-warda/,Journalist,Confirmed,,2025
Hassan al-Anbaki,Al-Sharqiya,Iraq,Killed,Murder,2016-01-12,https://cpj.org/data/people/hassan-al-anbaki/,Journalist,Confirmed,,2016
Hassan Al-Qishawi,Freelance,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2025-01-02,https://cpj.org/data/people/hassan-al-qishawi/,Journalist,Confirmed,,2025
Hassan al-Wadhaf,Arabic Media Agency,Yemen,Killed,Dangerous Assignment,2011-09-24,https://cpj.org/data/people/hassan-al-wadhaf/,Journalist,Confirmed,,2011
Hassan Benaouda,Algerian Television (ENTV),Algeria,Killed,Murder,1994-03-12,https://cpj.org/data/people/hassan-benaouda/,Journalist,Confirmed,,1994
Hassan Fadl Al-Mawla Mousa,West Kordofan Radio | Sudan National Radio Corporation | Beladi 96.6 FM,Sudan,Killed,Crossfire / Combat Related,2025-05-02,https://cpj.org/data/people/hassan-fadl-al-mawla-mousa/,Journalist,Confirmed,,2025
Hassan Kafi Hared,Somali National News Agency,Somalia,Killed,Dangerous Assignment,2008-01-28,https://cpj.org/data/people/hassan-kafi-hared/,Journalist,Confirmed,,2008
Hassan Mayow Hassan,Radio Shabelle,Somalia,Killed,Murder,2009-01-01,https://cpj.org/data/people/hassan-mayow-hassan/,Journalist,Confirmed,,2009
Hassan Osman Abdi,Shabelle Media Network,Somalia,Killed,Murder,2012-01-28,https://cpj.org/data/people/hassan-osman-abdi/,Journalist,Confirmed,,2012
Hassan Samour,Al Aqsa Voice Radio,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2025-05-15,https://cpj.org/data/people/hassan-samour/,Journalist,Confirmed,,2025
Hassan Yusuf Absuge,Radio Maanta,Somalia,Killed,Murder,2012-09-21,https://cpj.org/data/people/hassan-yusuf-absuge/,Journalist,Confirmed,,2012
Hassan Zubeyr,Al-Arabiya,Somalia,Killed,Crossfire,2009-12-03,https://cpj.org/data/people/hassan-zubeyr/,Journalist,Confirmed,,2009
Hassouneh Salim,Freelance,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2023-11-18,https://cpj.org/data/people/hassouneh-salim/,Journalist,Confirmed,,2023
Hatem Abu Yehia,Al-Ikhbariya,Syria,Killed,Unknown,2012-08-10,https://cpj.org/data/people/hatem-abu-yehia/,Journalist,Confirmed,,2012
Hawker Faisal Mohammed,Hawar News Agency (ANHA),Syria,Killed,Crossfire,2017-10-13,https://cpj.org/data/people/hawker-faisal-mohammed/,Journalist,Confirmed,,2017
Hayatullah Khan,Freelance,Pakistan,Killed,Murder,2006-06-16,https://cpj.org/data/people/hayatullah-khan/,Journalist,Confirmed,,2006
Haymin Mohamed Salih,Qulan TV,Iraq,Killed,Crossfire,2004-02-01,https://cpj.org/data/people/haymin-mohamed-salih/,Journalist,Confirmed,,2004
Heba Al-Abadla,Al-Azhar Radio,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-01-09,https://cpj.org/data/people/heba-al-abadla/,Journalist,Confirmed,,2024
Heber López Vásquez,"NoticiasWeb,RCP Noticias",Mexico,Killed,Murder,2022-02-10,https://cpj.org/data/people/heber-lopez-vasquez/,Journalist,Confirmed,,2022
Héctor Ramírez,Noti7 and Radio Sonora,Guatemala,Killed,Dangerous Assignment,2003-07-24,https://cpj.org/data/people/hector-ramirez/,Journalist,Confirmed,,2003
Héctor Sandoval,RCN Televisión,Colombia,Killed,Crossfire,2002-04-12,https://cpj.org/data/people/hector-sandoval/,Journalist,Confirmed,,2002
Henry Araneta,DZRH,Philippines,Killed,Murder,2009-11-23,https://cpj.org/data/people/henry-araneta/,Journalist,Confirmed,,2009
Herliyanto,Radar Surabaya and Jimber News Visioner,Indonesia,Killed,Murder,2006-04-29,https://cpj.org/data/people/herliyanto/,Journalist,Confirmed,,2006
Hernando Rangel Moreno,Freelancer,Colombia,Killed,Murder,1999-04-11,https://cpj.org/data/people/hernando-rangel-moreno/,Journalist,Confirmed,,1999
Hero Bahadin,"Chatr Multimedia Production Company, Sterk TV",Iraq,Killed,Murder,2024-08-22,https://cpj.org/data/people/hero-bahadin/,Journalist,Confirmed,,2024
Herson Hinolan,Bombo Radyo,Philippines,Killed,Murder,2004-11-13,https://cpj.org/data/people/herson-hinolan/,Journalist,Confirmed,,2004
Hilmi al-Faqaawi,Palestine Today TV,Israel and the Occupied Palestinian Territory,Killed,Murder,2025-04-07,https://cpj.org/data/people/hilmi-al-faqaawi/,Journalist,Confirmed,,2025
Hind Ismail,As-Saffir,Iraq,Killed,Murder,2005-09-17,https://cpj.org/data/people/hind-ismail/,Journalist,Confirmed,,2005
Hindia Haji Mohamed,"Radio Mogadishu, Somali National TV",Somalia,Killed,Murder,2015-12-03,https://cpj.org/data/people/hindia-haji-mohamed/,Journalist,Confirmed,,2015
Hiro Muramoto,Reuters,Thailand,Killed,Dangerous Assignment,2010-04-10,https://cpj.org/data/people/hiro-muramoto/,Journalist,Confirmed,,2010
Hisham Alnwajha,“Khabar” News Agency,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2023-10-09,https://cpj.org/data/people/hisham-alnwajha/,Journalist,Confirmed,,2023
Hisham Fares al-Adhami,Freelance,Iraq,Killed,Dangerous Assignment,2019-10-04,https://cpj.org/data/people/hisham-fares-al-adhami/,Journalist,Confirmed,,2019
Hosea Maina,Reuters,Somalia,Killed,Murder,1993-07-12,https://cpj.org/data/people/hosea-maina/,Journalist,Confirmed,,1993
Hosein Naderi,Afghan Voice Agency,Afghanistan,Killed,Murder,2023-03-11,https://cpj.org/data/people/hosein-naderi/,Journalist,Confirmed,,2023
Hossam Shabat,Freelance,Israel and the Occupied Palestinian Territory,Killed,Murder,2025-03-24,https://cpj.org/data/people/hossam-shabat/,Journalist,Confirmed,,2025
Hozan Abdel Halim Mahmoud,Freelance,Syria,Killed,Crossfire,2012-11-19,https://cpj.org/data/people/hozan-abdel-halim-mahmoud/,Journalist,Confirmed,,2012
Hrant Dink,Agos,Turkey,Killed,Murder,2007-01-19,https://cpj.org/data/people/hrant-dink/,Journalist,Confirmed,,2007
Htet Myat Thu,Freelance,Myanmar,Killed,Murder,2024-08-20,https://cpj.org/data/people/htet-myat-thu/,Journalist,Confirmed,,2024
Humam Najjar (Abu Yazan al-Halabi),Aleppo Today,Syria,Killed,Crossfire,2015-04-16,https://cpj.org/data/people/humam-najjar-abu-yazan-al-halabi/,Journalist,Confirmed,,2015
Humayun Kabir,Janmabhumi,Bangladesh,Killed,Murder,2004-06-24,https://cpj.org/data/people/humayun-kabir/,Journalist,Confirmed,,2004
